id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
xy11-2,Tangrowth,Steam Siege,2016/08/03,Uncommon,130.0,Grass,Tangela,2,0,1,0.01,0.2,19.98,0.12,0.02,0.05,0.07,0.05,0.05,0.05,,0.105,19.98,0.01,0.05,2016,2,8,19.97,0.34210526315789475,1,4,190.19047619047618,0
det1-3,Morelull,Detective Pikachu,2019/04/05,Common,50.0,Grass,,1,1,0,0.09,0.32,19.98,0.34,0.02,0.33,0.22,0.24,0.4,0.22,,0.28,19.98,0.02,0.33,2019,1,5,19.96,0.13157894736842105,0,4,71.28571428571428,1
ex3-3,Crawdaunt,Dragon,2003/11/24,Rare Holo,80.0,Water,Corphish,1,1,1,5.7,8.99,83.0,8.47,0.2,4.41,3.57,3.92,5.0,4.24,,6.405000000000001,83.0,0.2,4.41,2003,4,21,82.8,0.21052631578947367,1,4,12.927400468384072,0
dv1-3,Dragonair,Dragon Vault,2012/10/05,Rare Holo,70.0,Dragon,Dratini,2,1,0,2.0,4.99,106.0,4.98,0.2,8.54,4.47,11.03,9.9,11.1,,8.025,106.0,0.2,8.54,2012,4,12,105.8,0.18421052631578946,1,4,13.183800623052958,0
sm9-3,Weedle,Team Up,2019/02/01,Common,50.0,Grass,,1,0,1,0.01,0.23,19.98,0.16,0.02,0.08,0.09,0.08,0.05,0.08,,0.1375,19.98,0.01,0.08,2019,1,5,19.97,0.13157894736842105,0,4,145.23636363636362,0
pop7-2,Gallade,POP Series 7,2008/03/01,Rare,130.0,Fighting,Kirlia,2,1,0,14.0,25.6,320.0,19.99,0.99,5.9,5.59,4.31,4.9,4.9,,13.700000000000001,320.0,0.99,5.9,2008,3,16,319.01,0.34210526315789475,1,4,23.28540145985401,0
sm1-2,Metapod,Sun & Moon,2017/02/03,Uncommon,80.0,Grass,Caterpie,2,0,1,0.09,0.3,19.98,0.36,0.02,0.14,0.13,0.17,0.16,0.12,,0.2375,19.98,0.02,0.14,2017,2,7,19.96,0.21052631578947367,1,4,84.04210526315791,0
mcd19-3,Magmar,McDonald's Collection 2019,2019/10/15,,80.0,Fire,,2,1,0,4.62,5.9,116.29,10.17,0.35,1.65,1.61,1.75,2.0,1.75,,4.8925,116.29,0.35,1.65,2019,3,5,115.94000000000001,0.21052631578947367,0,4,23.697496167603475,0
col1-2,Deoxys,Call of Legends,2011/02/09,Rare Holo,80.0,Psychic,,1,1,1,39.99,50.97,509.9,23.71,1.55,9.23,14.19,10.63,11.95,11.63,,24.235,509.9,1.55,9.23,2011,4,13,508.34999999999997,0.21052631578947367,0,4,20.975861357540747,0
pl1-3,Blaziken,Platinum,2009/02/11,Rare Holo,130.0,Fire,Combusken,2,1,1,19.99,25.5,259.9,19.65,0.95,6.93,6.2,7.15,3.0,7.63,,14.9825,259.9,0.95,6.93,2009,4,15,258.95,0.34210526315789475,1,4,17.283497413649258,0
sm115-2,Metapod,Hidden Fates,2019/08/23,Uncommon,90.0,Grass,Caterpie,1,0,1,0.01,0.2,1.49,0.11,0.02,0.06,0.08,0.06,0.14,0.07,,0.11,1.49,0.01,0.06,2019,2,5,1.48,0.23684210526315788,1,4,13.454545454545455,0
gym1-3,Erika's Clefable,Gym Heroes,2000/08/14,Rare Holo,70.0,Colorless,Erika's Clefairy,2,1,0,35.0,149.99,9999.0,80.63,14.0,89.01,63.77,100.6,40.0,76.48,,101.92500000000001,9999.0,14.0,89.01,2000,4,24,9985.0,0.18421052631578946,1,4,97.96418935491782,0
dp3-3,Charizard,Secret Wonders,2007/11/01,Rare Holo,130.0,Fire,Charmeleon,1,1,1,101.48,171.74,1390.79,145.46,5.99,142.7,66.04,80.48,285.0,80.92,,119.65000000000002,1390.79,5.99,142.7,2007,4,17,1384.8,0.34210526315789475,1,4,11.573756790639363,1
sm2-1,Bellsprout,Guardians Rising,2017/05/05,Common,60.0,Grass,,1,0,1,0.02,0.2,19.98,0.2,0.02,0.07,0.07,0.06,0.06,0.08,,0.135,19.98,0.02,0.07,2017,1,7,19.96,0.15789473684210525,0,4,147.85185185185185,0
base5-1,Dark Alakazam,Team Rocket,2000/04/24,Rare Holo,60.0,Psychic,Dark Kadabra,2,1,0,120.61,219.99,1223.9,139.71,5.99,133.26,72.02,124.44,97.0,76.08,,140.055,1223.9,5.99,133.26,2000,4,24,1217.91,0.15789473684210525,1,4,8.695940880368427,0
xy4-1,Venonat,Phantom Forces,2014/11/05,Common,60.0,Grass,,1,0,1,0.04,0.21,19.98,0.21,0.02,0.13,0.14,0.16,0.1,0.16,,0.185,19.98,0.02,0.13,2014,1,10,19.96,0.15789473684210525,0,4,107.8918918918919,0
bw11-1,Tangela,Legendary Treasures,2013/11/06,Common,70.0,Grass,,2,0,1,0.05,0.25,19.98,0.27,0.02,0.45,0.29,0.41,1.5,0.55,,0.37,19.98,0.02,0.45,2013,1,11,19.96,0.18421052631578946,0,4,53.94594594594595,1
ex4-1,Team Aqua's Cacturne,Team Magma vs Team Aqua,2004/03/01,Rare Holo,80.0,Grass,Team Aqua's Cacnea,2,1,1,18.8,33.97,250.0,26.28,0.9,10.33,8.11,7.18,6.9,7.35,,18.695,250.0,0.9,10.33,2004,4,20,249.1,0.21052631578947367,1,4,13.324418293661406,0
bw4-1,Pinsir,Next Destinies,2012/02/08,Rare,80.0,Grass,,2,0,1,0.3,0.61,1.69,0.62,0.05,0.42,0.7,0.28,0.2,0.31,,0.455,1.69,0.05,0.42,2012,3,12,1.64,0.21052631578947367,0,4,3.604395604395604,0
bw9-1,Weedle,Plasma Freeze,2013/05/08,Common,50.0,Grass,,1,0,1,0.09,0.31,19.98,0.31,0.02,0.1,0.12,0.14,0.15,0.12,,0.22,19.98,0.02,0.1,2013,1,11,19.96,0.13157894736842105,0,4,90.72727272727273,0
base1-1,Alakazam,Base,1999/01/09,Rare Holo,80.0,Psychic,Kadabra,1,1,0,49.99,79.99,9999.0,75.13,39.95,221.01,165.65,224.99,69.99,385.0,,191.2775,9999.0,39.95,221.01,1999,4,25,9959.05,0.21052631578947367,1,4,52.06597744115225,1
pop3-1,Blastoise,POP Series 3,2006/04/01,Rare,120.0,Water,Wartortle,2,1,0,79.69,105.16,124.99,135.0,49.0,124.85,96.35,136.01,70.0,70.0,,111.54249999999999,135.0,49.0,124.85,2006,3,18,86.0,0.3157894736842105,1,4,0.7710065670036086,1
dp4-1,Blaziken,Great Encounters,2008/02/01,Rare Holo,130.0,Fire,Combusken,2,1,1,14.48,30.99,309.5,19.41,1.0,4.77,4.79,2.7,5.9,6.58,,14.92,309.5,1.0,4.77,2008,4,16,308.5,0.34210526315789475,1,4,20.676943699731904,0
bw7-1,Oddish,Boundaries Crossed,2012/11/07,Common,50.0,Grass,,2,0,1,0.15,0.49,19.98,0.48,0.02,0.22,0.18,0.13,0.14,0.22,,0.32999999999999996,19.98,0.02,0.22,2012,1,12,19.96,0.13157894736842105,0,4,60.48484848484849,0
ex8-1,Altaria,Deoxys,2005/02/01,Rare Holo,70.0,Colorless,Swablu,2,1,1,129.99,399.9,419.9,36.58,2.0,15.84,14.21,27.32,3.99,33.98,,124.445,419.9,2.0,15.84,2005,4,19,417.9,0.18421052631578946,1,4,3.358110008437462,0
bw5-1,Bulbasaur,Dark Explorers,2012/05/09,Common,60.0,Grass,,2,0,1,2.45,5.86,44.36,6.23,0.02,1.1,1.61,0.88,0.25,1.73,,3.6750000000000003,44.36,0.02,1.1,2012,1,12,44.339999999999996,0.15789473684210525,0,4,12.065306122448979,0
pop5-1,Ho-Oh,POP Series 5,2007/03/01,Rare,80.0,Fire,,2,1,0,23.38,45.0,749.0,41.96,22.45,38.04,38.39,30.45,19.98,49.73,,41.785,749.0,22.45,38.04,2007,3,17,726.55,0.21052631578947367,0,4,17.38781859518966,0
sm5-1,Exeggcute,Ultra Prism,2018/02/02,Common,50.0,Grass,,1,0,1,0.03,0.25,19.98,0.22,0.02,0.08,0.08,0.09,0.02,0.07,,0.1575,19.98,0.02,0.08,2018,1,6,19.96,0.13157894736842105,0,4,126.73015873015873,0
xy10-1,Shuckle,Fates Collide,2016/05/02,Uncommon,80.0,Grass,,2,0,1,0.07,0.3,19.98,0.32,0.02,0.13,0.15,0.15,0.25,0.14,,0.2275,19.98,0.02,0.13,2016,2,8,19.96,0.21052631578947367,0,4,87.73626373626374,0
sm8-1,Tangela,Lost Thunder,2018/11/02,Common,80.0,Grass,,2,0,1,0.09,0.3,19.98,0.25,0.02,0.11,0.13,0.1,0.19,0.14,,0.1975,19.98,0.02,0.11,2018,1,6,19.96,0.21052631578947367,0,4,101.0632911392405,0
hgss2-1,Jirachi,HS—Unleashed,2010/05/12,Rare Holo,60.0,Psychic,,1,1,1,12.26,26.99,212.9,22.96,0.5,152.45,59.2,221.29,5.0,6.29,,69.3825,212.9,0.5,152.45,2010,4,14,212.4,0.15789473684210525,0,4,3.061290671278781,1
dpp-DP01,Turtwig,DP Black Star Promos,2007/05/01,Promo,60.0,Grass,,2,1,0,25.89,30.02,459.8,28.18,,,,,,,,29.1,459.8,25.89,29.1,2007,2,17,433.91,0.15789473684210525,0,2,14.910996563573883,0
swsh1-1,Celebi V,Sword & Shield,2020/02/07,Rare Holo V,180.0,Grass,,2,1,0,0.95,1.87,6.97,1.78,0.5,1.96,2.27,2.19,3.41,2.34,,2.045,6.97,0.5,1.96,2020,4,4,6.47,0.47368421052631576,0,4,3.163814180929095,0
basep-1,Pikachu,Wizards Black Star Promos,1999/07/01,Promo,60.0,Lightning,,2,0,0,,,,,4.99,32.66,26.64,28.7,14.99,30.57,,29.634999999999998,30.57,4.99,32.66,1999,2,25,25.58,0.15789473684210525,0,2,0.8631685507001856,1
swsh4-1,Weedle,Vivid Voltage,2020/11/13,Common,40.0,Grass,,1,0,1,0.01,0.15,25.05,0.04,0.02,0.05,0.05,0.06,0.04,0.05,,0.075,25.05,0.01,0.05,2020,1,4,25.04,0.10526315789473684,0,4,333.8666666666667,0
xy1-1,Venusaur-EX,XY,2014/02/05,Rare Holo EX,180.0,Grass,,2,1,0,4.0,6.85,62.86,6.73,1.5,6.94,6.99,7.4,9.99,7.42,,7.1,62.86,1.5,6.94,2014,4,10,61.36,0.47368421052631576,0,4,8.642253521126761,0
pop1-1,Blaziken,POP Series 1,2004/09/01,Rare,110.0,Fire,Combusken,2,1,0,10.45,14.99,851.94,12.58,2.99,13.43,14.81,18.97,19.95,12.56,,14.775,851.94,2.99,13.43,2004,3,20,848.95,0.2894736842105263,1,4,57.4585448392555,0
bw8-1,Turtwig,Plasma Storm,2013/02/06,Common,70.0,Grass,,2,0,1,0.17,0.39,19.98,0.39,0.02,0.1,0.24,0.17,0.17,0.17,,0.28,19.98,0.02,0.1,2013,1,11,19.96,0.18421052631578946,0,4,71.28571428571428,0
base6-1,Alakazam,Legendary Collection,2002/05/24,Rare Holo,80.0,Psychic,Kadabra,1,1,1,57.5,60.04,579.9,60.41,9.9,42.71,38.44,21.8,10.0,23.94,,41.5475,579.9,9.9,42.71,2002,4,22,570.0,0.21052631578947367,1,4,13.719237017871112,0
pop9-1,Garchomp,POP Series 9,2009/03/01,Rare,130.0,Colorless,Gabite,2,0,0,21.37,51.0,488.9,53.38,4.99,14.39,11.01,16.44,13.0,17.16,,34.495,488.9,4.99,14.39,2009,3,15,483.90999999999997,0.34210526315789475,1,4,14.02840991448036,0
pop4-1,Chimecho δ,POP Series 4,2006/08/01,Rare,60.0,Metal,,2,0,0,9999.0,9999.0,9999.0,665.44,200.0,258.29,129.69,241.56,470.0,0.0,,2726.5,9999.0,200.0,258.29,2006,3,18,9799.0,0.15789473684210525,0,4,3.593984962406015,0
neo4-1,Dark Ampharos,Neo Destiny,2002/02/28,Rare Holo,70.0,Lightning,Dark Flaaffy,1,1,0,269.99,269.99,269.99,149.55,10.0,66.38,64.5,69.65,56.5,58.27,,136.865,269.99,10.0,66.38,2002,4,22,259.99,0.18421052631578946,1,4,1.8996091038614693,0
neo3-1,Ampharos,Neo Revelation,2001/09/21,Rare Holo,90.0,Lightning,Flaaffy,2,1,0,149.99,219.9,999.98,90.46,7.0,35.02,39.81,35.02,29.0,34.09,,94.8675,999.98,7.0,35.02,2001,4,23,992.98,0.23684210526315788,1,4,10.467019790760798,0
pl4-1,Charizard,Arceus,2009/11/04,Rare Holo,140.0,Fire,Charmeleon,2,1,1,55.0,130.23,1999.96,62.97,4.0,47.37,42.4,59.58,5.0,50.22,,75.75,1999.96,4.0,47.37,2009,4,15,1995.96,0.3684210526315789,1,4,26.34930693069307,0
mcd19-4,Alolan Sandshrew,McDonald's Collection 2019,2019/10/15,,60.0,Water,,1,1,0,3.31,10.29,115.4,5.23,0.15,1.09,1.26,0.87,1.0,0.72,,4.2775,115.4,0.15,1.09,2019,3,5,115.25,0.15789473684210525,0,4,26.943308007013442,0
sm115-3,Butterfree,Hidden Fates,2019/08/23,Rare,130.0,Grass,Metapod,1,0,1,0.04,0.25,19.98,0.22,0.02,0.29,0.2,0.28,0.99,0.19,,0.235,19.98,0.02,0.29,2019,3,5,19.96,0.34210526315789475,1,4,84.93617021276597,1
base3-4,Dragonite,Fossil,1999/10/10,Rare Holo,100.0,Colorless,Dragonair,1,1,0,263.99,394.97,999.99,328.89,20.0,132.63,121.02,121.19,172.5,122.31,,241.84000000000003,999.99,20.0,132.63,1999,4,25,979.99,0.2631578947368421,1,4,4.052224611313265,0
ex9-3,Exploud,Emerald,2005/05/01,Rare Holo,120.0,Colorless,Loudred,4,1,1,13.5,23.47,278.5,18.78,3.75,14.97,14.41,11.46,8.0,14.99,,17.175,278.5,3.75,14.97,2005,4,19,274.75,0.3157894736842105,1,4,15.997088791848617,0
pop7-3,Latias,POP Series 7,2008/03/01,Rare,80.0,Colorless,,2,1,0,14.69,26.84,4323.4,44.67,0.5,7.91,6.54,8.98,15.0,6.05,,21.635,4323.4,0.5,7.91,2008,3,16,4322.9,0.21052631578947367,0,4,199.81049225791537,0
pop6-4,Pachirisu,POP Series 6,2007/09/01,Rare,70.0,Lightning,,2,0,0,9.09,13.7,149.3,8.04,0.25,1.5,1.57,1.47,2.0,1.42,,6.157499999999999,149.3,0.25,1.5,2007,3,17,149.05,0.18421052631578946,0,4,24.206252537555834,0
det1-4,Charmander,Detective Pikachu,2019/04/05,Common,60.0,Fire,,1,1,0,0.15,0.63,501.5,0.7,0.02,0.78,1.19,1.37,0.38,1.35,,1.0125000000000002,501.5,0.02,0.78,2019,1,5,501.48,0.15789473684210525,0,4,495.28888888888883,0
ex4-2,Team Aqua's Crawdaunt,Team Magma vs Team Aqua,2004/03/01,Rare Holo,80.0,Water,Team Aqua's Corphish,2,1,1,18.93,79.99,89.99,19.07,0.89,8.06,10.88,10.4,20.9,5.46,,28.73,89.99,0.89,8.06,2004,4,20,89.1,0.21052631578947367,1,4,3.1012878524190737,0
hgss1-4,Gyarados,HeartGold & SoulSilver,2010/02/10,Rare Holo,130.0,Water,Magikarp,2,1,1,22.0,80.88,540.43,55.79,0.5,8.87,6.93,9.12,11.89,6.45,,38.059999999999995,540.43,0.5,8.87,2010,4,14,539.93,0.34210526315789475,1,4,14.186284813452444,0
xy1-2,M Venusaur-EX,XY,2014/02/05,Rare Holo EX,230.0,Grass,Venusaur-EX,1,1,0,10.36,20.63,218.23,21.23,3.98,10.88,16.08,12.88,13.9,10.34,,16.27,218.23,3.98,10.88,2014,4,10,214.25,0.6052631578947368,1,4,13.16840811309158,0
ex8-2,Beautifly,Deoxys,2005/02/01,Rare Holo,100.0,Grass,Silcoon,2,1,1,12.86,15.61,250.0,18.47,2.0,5.94,6.95,6.9,3.5,7.3,,12.069999999999999,250.0,2.0,5.94,2005,4,19,248.0,0.2631578947368421,1,4,20.54681027340514,0
bw5-2,Ivysaur,Dark Explorers,2012/05/09,Uncommon,90.0,Grass,Bulbasaur,2,0,1,5.45,9.0,96.95,9.5,0.15,3.66,3.34,3.92,0.99,4.06,,6.619999999999999,96.95,0.15,3.66,2012,2,12,96.8,0.23684210526315788,1,4,14.62235649546828,0
dpp-DP02,Chimchar,DP Black Star Promos,2007/05/01,Promo,50.0,Fire,,2,1,0,22.99,157.33,249.96,18.33,,,,,,,,87.83000000000001,249.96,22.99,87.83000000000001,2007,2,17,226.97,0.13157894736842105,0,2,2.5841967437094384,0
sm2-2,Weepinbell,Guardians Rising,2017/05/05,Uncommon,80.0,Grass,Bellsprout,1,0,1,0.03,0.21,19.98,0.21,0.02,0.14,0.1,0.16,0.21,0.13,,0.17750000000000002,19.98,0.02,0.14,2017,2,7,19.96,0.21052631578947367,1,4,112.45070422535211,0
pop4-2,Deoxys δ,POP Series 4,2006/08/01,Rare,70.0,Colorless,,1,1,0,63.5,148.95,698.6,85.3,4.99,53.4,29.47,46.44,159.99,33.92,,78.6525,698.6,4.99,53.4,2006,3,18,693.61,0.18421052631578946,0,4,8.81866437811894,0
bw7-2,Gloom,Boundaries Crossed,2012/11/07,Uncommon,80.0,Grass,Oddish,2,0,1,0.1,0.4,19.98,0.42,0.02,0.36,0.23,0.23,0.05,0.21,,0.315,19.98,0.02,0.36,2012,2,12,19.96,0.21052631578947367,1,4,63.36507936507937,1
xy4-2,Venomoth,Phantom Forces,2014/11/05,Rare,90.0,Grass,Venonat,2,0,1,0.25,0.63,2.85,0.66,0.09,0.58,0.54,0.48,0.25,0.68,,0.6125,2.85,0.09,0.58,2014,3,10,2.7600000000000002,0.23684210526315788,1,4,4.506122448979592,0
col1-3,Dialga,Call of Legends,2011/02/09,Rare Holo,100.0,Metal,,1,1,1,14.0,18.94,163.1,36.49,0.8,4.97,7.01,7.3,1.27,3.36,,16.5225,163.1,0.8,4.97,2011,4,13,162.29999999999998,0.2631578947368421,0,4,9.822968679073988,0
ex12-4,Delcatty,Legend Maker,2006/02/01,Rare Holo,80.0,Colorless,Skitty,2,1,1,9.11,14.5,359.5,14.22,0.25,6.18,6.1,8.61,1.2,5.11,,10.61,359.5,0.25,6.18,2006,4,18,359.25,0.21052631578947367,1,4,33.85956644674835,0
bw11-2,Tangrowth,Legendary Treasures,2013/11/06,Rare,120.0,Grass,Tangela,2,0,1,0.13,0.4,19.98,0.4,0.05,0.35,0.41,0.4,0.49,0.5,,0.42500000000000004,19.98,0.05,0.35,2013,3,11,19.93,0.3157894736842105,1,4,46.89411764705882,0
pl1-4,Delcatty,Platinum,2009/02/11,Rare Holo,90.0,Colorless,Skitty,2,1,1,7.37,10.91,91.0,10.64,0.9,6.13,3.25,7.76,1.9,5.02,,8.5825,91.0,0.9,6.13,2009,4,15,90.1,0.23684210526315788,1,4,10.498106612292455,0
swsh35-3,Kakuna,Champion's Path,2020/09/25,Common,80.0,Grass,Weedle,1,0,1,0.01,0.15,1.49,0.13,0.02,0.06,0.07,0.06,0.2,0.06,,0.1,1.49,0.01,0.06,2020,1,4,1.48,0.21052631578947367,1,4,14.799999999999999,0
base5-2,Dark Arbok,Team Rocket,2000/04/24,Rare Holo,60.0,Grass,Ekans,2,1,0,47.26,75.0,799.8,47.26,0.9,17.76,12.56,13.08,14.48,12.17,,36.8775,799.8,0.9,17.76,2000,4,24,798.9,0.15789473684210525,1,4,21.663616026032134,0
ecard2-H4,Azumarill,Aquapolis,2003/01/15,Rare Holo,70.0,Water,Marill,1,1,0,,,,,6.0,64.68,53.16,68.5,30.0,74.92,,71.71000000000001,74.92,6.0,64.68,2003,4,21,68.92,0.18421052631578946,1,2,0.9610932924278343,0
neo4-2,Dark Crobat,Neo Destiny,2002/02/28,Rare Holo,70.0,Grass,Dark Golbat,1,1,0,240.0,249.99,260.0,175.91,18.49,72.38,65.83,59.31,68.0,60.4,,136.40249999999997,260.0,18.49,72.38,2002,4,22,241.51,0.18421052631578946,1,4,1.7705687212477779,0
ex3-4,Flygon,Dragon,2003/11/24,Rare Holo,120.0,Colorless,Vibrava,2,1,1,64.99,480.39,2760.14,54.05,2.0,23.89,24.12,31.57,32.99,34.33,,150.085,2760.14,2.0,23.89,2003,4,21,2758.14,0.3157894736842105,1,4,18.3771862611187,0
xy2-4,Pineco,Flashfire,2014/05/07,Common,60.0,Grass,,1,0,1,0.01,0.24,19.98,0.18,0.02,0.16,0.1,0.16,0.02,0.12,,0.17500000000000002,19.98,0.01,0.16,2014,1,10,19.97,0.15789473684210525,0,4,114.1142857142857,0
pop5-2,Lugia,POP Series 5,2007/03/01,Rare,80.0,Psychic,,2,1,0,45.25,94.32,9999.0,110.0,72.95,88.5,73.39,102.26,119.99,112.48,,104.765,9999.0,45.25,88.5,2007,3,17,9953.75,0.21052631578947367,0,4,95.01026106046866,0
base6-2,Articuno,Legendary Collection,2002/05/24,Rare Holo,70.0,Water,,2,1,1,49.99,77.03,769.63,32.28,6.0,26.13,24.91,20.29,10.0,17.18,,36.695,769.63,6.0,26.13,2002,4,22,763.63,0.18421052631578946,0,4,20.810192124267612,0
dv1-4,Dragonair,Dragon Vault,2012/10/05,Rare Holo,70.0,Dragon,Dratini,2,1,0,8.25,18.28,224.74,12.15,0.4,8.03,6.42,11.93,21.9,6.5,,12.215,224.74,0.4,8.03,2012,4,12,224.34,0.18421052631578946,1,4,18.36594351207532,0
ex11-4,Espeon δ,Delta Species,2005/10/31,Rare Holo,70.0,Psychic,Eevee,1,1,1,126.66,218.99,1809.9,170.33,9.9,47.46,46.38,41.24,35.0,41.24,,117.95000000000002,1809.9,9.9,47.46,2005,4,19,1800.0,0.18421052631578946,1,4,15.260703688003389,0
dp4-2,Cresselia,Great Encounters,2008/02/01,Rare Holo,80.0,Psychic,,2,1,1,8.5,12.27,175.9,15.12,0.4,2.74,4.71,2.86,2.5,3.34,,8.3975,175.9,0.4,2.74,2008,4,16,175.5,0.21052631578947367,0,4,20.89907710628163,0
dp1-2,Dusknoir,Diamond & Pearl,2007/05/01,Rare Holo,120.0,Psychic,Dusclops,1,1,1,6.75,8.0,129.9,12.79,0.49,2.59,3.86,3.61,1.0,2.86,,6.8149999999999995,129.9,0.49,2.59,2007,4,17,129.41,0.3157894736842105,1,4,18.988994864269994,0
gym2-3,Brock's Ninetales,Gym Challenge,2000/10/16,Rare Holo,70.0,Fire,Brock's Vulpix,1,1,0,70.0,84.98,141.88,155.99,20.09,134.8,92.73,88.83,49.99,83.75,,103.3875,155.99,20.09,134.8,2000,4,24,135.9,0.18421052631578946,1,4,1.3144722524483134,1
pop1-2,Metagross,POP Series 1,2004/09/01,Rare,100.0,Metal,Metang,2,1,0,3.72,19.99,299.8,5.76,2.49,12.78,11.61,10.42,29.99,17.99,,13.54,299.8,2.49,12.78,2004,3,20,297.31,0.2631578947368421,1,4,21.957902511078288,0
si1-3,Onix,Southern Islands,2001/07/31,,90.0,Fighting,,2,0,0,58.79,63.08,629.2,43.89,15.0,33.16,27.19,39.63,29.89,34.93,,45.3825,629.2,15.0,33.16,2001,3,23,614.2,0.23684210526315788,0,4,13.533851154079217,0
dp3-4,Entei,Secret Wonders,2007/11/01,Rare Holo,80.0,Fire,,1,1,1,34.0,41.49,424.9,42.53,0.73,32.48,9.62,26.02,249.95,5.3,,28.835,424.9,0.73,32.48,2007,4,17,424.16999999999996,0.21052631578947367,0,4,14.710247962545516,1
base4-4,Charizard,Base Set 2,2000/02/24,Rare Holo,120.0,Fire,Charmeleon,1,1,0,345.0,485.0,562.0,384.18,100.0,214.39,256.64,228.06,275.0,228.83,,331.5175,562.0,100.0,214.39,2000,4,24,462.0,0.3157894736842105,1,4,1.3935915901875466,0
pl4-2,Froslass,Arceus,2009/11/04,Rare Holo,80.0,Water,Snorunt,1,1,1,2.59,6.65,79.99,6.02,0.39,0.66,3.78,2.99,2.99,2.79,,4.612500000000001,79.99,0.39,0.66,2009,4,15,79.6,0.21052631578947367,1,4,17.25745257452574,0
bw8-2,Grotle,Plasma Storm,2013/02/06,Uncommon,100.0,Grass,Turtwig,1,0,1,0.3,0.44,19.44,0.44,0.02,0.24,0.27,0.2,0.4,0.22,,0.325,19.44,0.02,0.24,2013,2,11,19.42,0.2631578947368421,1,4,59.753846153846155,0
pop3-2,Flareon,POP Series 3,2006/04/01,Rare,70.0,Fire,Eevee,2,1,0,17.99,21.64,9999.0,23.84,5.0,33.88,21.49,30.08,24.5,22.32,,24.470000000000002,9999.0,5.0,33.88,2006,3,18,9994.0,0.18421052631578946,1,4,408.4184715978749,1
xy11-3,Hoppip,Steam Siege,2016/08/03,Common,40.0,Grass,,1,0,1,0.01,0.2,19.98,0.18,0.02,0.08,0.1,0.1,0.1,0.09,,0.1425,19.98,0.01,0.08,2016,1,8,19.97,0.10526315789473684,0,4,140.140350877193,0
sm3-2,Metapod,Burning Shadows,2017/08/05,Uncommon,80.0,Grass,Caterpie,2,0,1,0.01,0.2,4.0,0.18,0.02,0.09,0.07,0.09,0.19,0.06,,0.1325,4.0,0.01,0.09,2017,2,7,3.99,0.21052631578947367,1,4,30.11320754716981,0
swsh1-2,Roselia,Sword & Shield,2020/02/07,Common,70.0,Grass,,1,0,1,0.01,0.19,19.98,0.18,0.02,0.11,0.09,0.14,0.03,0.08,,0.14750000000000002,19.98,0.01,0.11,2020,1,4,19.97,0.18421052631578946,0,4,135.38983050847455,0
pop9-2,Manaphy,POP Series 9,2009/03/01,Rare,70.0,Water,,2,1,0,2.41,3.37,148.18,6.25,0.15,3.11,4.4,2.59,2.95,3.51,,3.93,148.18,0.15,3.11,2009,3,15,148.03,0.18421052631578946,0,4,37.666666666666664,0
xy7-3,Vileplume,Ancient Origins,2015/08/12,Rare,130.0,Grass,Gloom,1,0,1,0.18,0.54,19.98,0.52,0.09,0.66,0.58,0.69,0.5,0.51,,0.565,19.98,0.09,0.66,2015,3,9,19.89,0.34210526315789475,1,4,35.20353982300885,1
bw10-3,Lileep,Plasma Blast,2013/08/14,Uncommon,80.0,Grass,Root Fossil Lileep,1,0,1,0.1,0.56,19.98,0.62,0.02,0.33,0.3,0.33,0.37,0.29,,0.45000000000000007,19.98,0.02,0.33,2013,2,11,19.96,0.21052631578947367,1,4,44.355555555555554,0
bw4-2,Seedot,Next Destinies,2012/02/08,Common,40.0,Grass,,1,0,1,0.03,0.23,19.98,0.22,0.02,0.15,0.09,0.11,0.18,0.12,,0.17,19.98,0.02,0.15,2012,1,12,19.96,0.10526315789473684,0,4,117.41176470588235,0
sm9-4,Kakuna,Team Up,2019/02/01,Uncommon,80.0,Grass,Weedle,1,0,1,0.15,0.41,19.98,0.44,0.02,0.26,0.18,0.25,0.15,0.17,,0.3175,19.98,0.02,0.26,2019,2,5,19.96,0.21052631578947367,1,4,62.86614173228347,0
hgss4-4,Drapion,HS—Triumphant,2010/11/03,Rare Holo,100.0,Darkness,Skorupi,2,1,1,1.99,3.15,96.95,2.9,0.5,2.55,2.22,2.11,0.5,2.83,,2.7474999999999996,96.95,0.5,2.55,2010,4,14,96.45,0.2631578947368421,1,4,35.10464058234759,0
ex13-3,Deoxys δ,Holon Phantoms,2006/05/01,Rare Holo,70.0,Darkness,,1,1,1,69.76,302.45,799.95,58.47,4.0,23.62,20.48,17.18,15.0,27.06,,101.28999999999999,799.95,4.0,23.62,2006,4,18,795.95,0.18421052631578946,0,4,7.858130121433509,0
sm5-2,Yanma,Ultra Prism,2018/02/02,Common,70.0,Grass,,1,0,1,0.03,0.2,19.98,0.15,0.02,0.1,0.07,0.13,0.14,0.08,,0.14,19.98,0.02,0.1,2018,1,6,19.96,0.18421052631578946,0,4,142.57142857142856,0
