id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
sm75-67,Dragonite-GX,Dragon Majesty,2018/09/07,Rare Ultra,250.0,Dragon,Dragonair,3,1,0,71.24,91.34,791.6,58.27,13.95,29.06,31.86,31.61,35.99,31.5,,53.18000000000001,791.6,13.95,29.06,2018,5,6,777.65,0.6578947368421053,1,4,14.622978563369685,0
g1-58,Snorlax,Generations,2016/02/22,Rare,130.0,Colorless,,1,0,1,1.99,3.79,34.39,3.8,0.1,1.33,1.22,1.52,2.0,1.19,,2.5749999999999997,34.39,0.1,1.33,2016,3,8,34.29,0.34210526315789475,0,4,13.316504854368933,0
sm2-65,Machamp,Guardians Rising,2017/05/05,Rare Holo,160.0,Fighting,Machoke,2,1,1,0.2,0.48,19.98,0.46,0.02,0.49,0.7,0.62,0.49,0.53,,0.5225,19.98,0.02,0.49,2017,4,7,19.96,0.42105263157894735,1,4,38.20095693779905,0
xy6-67,Meowth,Roaring Skies,2015/05/06,Common,60.0,Colorless,,2,0,1,0.04,0.3,40.0,0.27,0.02,0.18,0.2,0.23,0.79,0.19,,0.2475,40.0,0.02,0.18,2015,1,9,39.98,0.15789473684210525,0,4,161.53535353535352,0
base6-65,Tauros,Legendary Collection,2002/05/24,Uncommon,60.0,Colorless,,2,0,1,0.92,1.38,19.98,1.22,0.25,1.29,1.03,0.9,1.2,0.86,,1.0899999999999999,19.98,0.25,1.29,2002,2,22,19.73,0.15789473684210525,0,4,18.100917431192663,1
ex8-69,Phanpy,Deoxys,2005/02/01,Common,50.0,Fighting,,2,0,1,5.0,7.21,96.94,6.82,0.05,0.89,0.71,0.69,0.13,0.84,,3.89,96.94,0.05,0.89,2005,1,19,96.89,0.13157894736842105,0,4,24.907455012853468,0
swsh2-66,Vikavolt,Rebel Clash,2020/05/01,Rare Holo,150.0,Lightning,Charjabug,2,1,1,0.1,0.4,15.4,0.38,0.05,0.33,0.47,0.34,0.2,0.56,,0.42000000000000004,15.4,0.05,0.33,2020,4,4,15.35,0.39473684210526316,1,4,36.547619047619044,0
ex14-66,Torchic,Crystal Guardians,2006/08/01,Common,40.0,Fire,,1,0,1,0.25,1.0,19.98,1.14,0.02,0.36,0.31,0.36,0.15,0.3,,0.6999999999999998,19.98,0.02,0.36,2006,1,18,19.96,0.10526315789473684,0,4,28.514285714285723,0
xy10-67,Mr. Mime,Fates Collide,2016/05/02,Rare,80.0,Fairy,,2,0,1,0.1,0.45,19.98,0.42,0.02,0.37,0.3,0.31,0.43,0.31,,0.3725,19.98,0.02,0.37,2016,3,8,19.96,0.21052631578947367,0,4,53.58389261744967,0
sm1-67,Makuhita,Sun & Moon,2017/02/03,Common,80.0,Fighting,,2,0,1,0.01,0.15,19.98,0.11,0.02,0.05,0.06,0.06,0.02,0.05,,0.0925,19.98,0.01,0.05,2017,1,7,19.97,0.21052631578947367,0,4,215.89189189189187,0
base2-61,Rhyhorn,Jungle,1999/06/16,Common,70.0,Fighting,,2,0,0,,,,,0.02,0.7,0.6,0.36,0.57,0.63,,0.495,0.63,0.02,0.7,1999,1,25,0.61,0.18421052631578946,0,2,1.2323232323232323,1
hgss2-71,Cheerleader's Cheer,HS—Unleashed,2010/05/12,Uncommon,,,,0,0,1,0.1,0.32,19.98,0.32,0.02,0.11,0.19,0.09,0.05,0.18,,0.2275,19.98,0.02,0.11,2010,2,14,19.96,,0,4,87.73626373626374,0
swsh35-74,Charizard VMAX,Champion's Path,2020/09/25,Rare Rainbow,330.0,Fire,Charizard V,2,1,0,175.0,249.99,2300.0,187.68,59.8,173.62,198.95,202.7,299.0,181.55,,205.48000000000002,2300.0,59.8,173.62,2020,6,4,2240.2,0.868421052631579,1,4,10.902277593926414,0
ex11-68,Eevee δ,Delta Species,2005/10/31,Common,50.0,Metal,,1,0,1,5.0,10.75,67.0,7.31,0.5,3.69,3.26,3.7,3.49,3.24,,6.249999999999999,67.0,0.5,3.69,2005,1,19,66.5,0.13157894736842105,0,4,10.640000000000002,0
bw6-68,Throh,Dragons Exalted,2012/08/15,Uncommon,100.0,Fighting,,2,0,1,0.12,0.4,5.0,0.41,0.02,0.15,0.15,0.12,0.09,0.12,,0.2625,5.0,0.02,0.15,2012,2,12,4.98,0.2631578947368421,0,4,18.97142857142857,0
ecard3-37,Kabuto,Skyridge,2003/05/12,Uncommon,50.0,Fighting,Mysterious Fossil,1,0,1,313.8,350.0,352.98,13.78,0.5,3.28,3.9,3.93,2.99,2.97,,92.67,352.98,0.5,3.28,2003,2,21,352.48,0.13157894736842105,1,4,3.803604186899752,0
sm8-67,Primarina,Lost Thunder,2018/11/02,Rare,150.0,Water,Brionne,1,0,1,0.28,0.69,2.99,0.68,0.1,1.03,0.71,1.13,0.7,0.83,,0.8325,2.99,0.1,1.03,2018,3,6,2.89,0.39473684210526316,1,4,3.4714714714714714,1
sm9-73,Hitmonlee,Team Up,2019/02/01,Uncommon,100.0,Fighting,,2,0,1,0.25,0.58,96.95,0.57,0.03,0.42,0.38,0.44,0.1,0.39,,0.495,96.95,0.03,0.42,2019,2,5,96.92,0.2631578947368421,0,4,195.7979797979798,0
base1-72,Devolution Spray,Base,1999/01/09,Rare,,,,0,0,0,1.5,3.73,9999.0,4.56,0.5,5.98,6.4,6.32,9.36,6.18,,5.1975,9999.0,0.5,5.98,1999,3,25,9998.5,,0,4,1923.7133237133237,1
sm4-62,Hydreigon,Crimson Invasion,2017/11/03,Rare,160.0,Darkness,Zweilous,1,0,1,0.1,0.28,19.98,0.27,0.02,0.28,0.28,0.37,0.29,0.28,,0.30000000000000004,19.98,0.02,0.28,2017,3,7,19.96,0.42105263157894735,1,4,66.53333333333333,0
swsh3-63,Toxtricity,Darkness Ablaze,2020/08/14,Rare Holo,120.0,Lightning,Toxel,2,1,1,0.05,0.27,20.0,0.28,0.02,0.74,0.75,0.63,0.77,0.63,,0.4525,20.0,0.02,0.74,2020,4,4,19.98,0.3157894736842105,1,4,44.15469613259668,1
sm35-61,Hau,Shining Legends,2017/10/06,Uncommon,,,,0,0,1,0.02,0.2,19.98,0.11,0.02,0.07,0.09,0.09,0.06,0.08,,0.12,19.98,0.02,0.07,2017,2,7,19.96,,0,4,166.33333333333334,0
dp2-64,Tropius,Mysterious Treasures,2007/08/01,Uncommon,80.0,Grass,,2,0,1,0.2,0.38,19.98,0.37,0.02,0.29,0.32,0.14,0.1,0.5,,0.34750000000000003,19.98,0.02,0.29,2007,2,17,19.96,0.21052631578947367,0,4,57.43884892086331,0
sm7-70,Lunala,Celestial Storm,2018/08/03,Rare Holo,160.0,Psychic,Cosmoem,1,1,1,0.5,1.0,1.33,1.14,0.25,1.72,1.71,1.45,0.9,1.29,,1.22,1.33,0.25,1.72,2018,4,6,1.08,0.42105263157894735,1,4,0.8852459016393444,1
bw5-64,Sandile,Dark Explorers,2012/05/09,Common,70.0,Darkness,,2,0,1,0.05,0.25,19.98,0.25,0.02,0.16,0.13,0.21,0.15,0.21,,0.22999999999999998,19.98,0.02,0.16,2012,1,12,19.96,0.18421052631578946,0,4,86.78260869565219,0
ex16-63,Slakoth,Power Keepers,2007/02/02,Common,40.0,Colorless,,2,0,1,0.2,0.82,19.98,1.11,0.02,0.47,0.26,0.47,0.25,0.23,,0.6575,19.98,0.02,0.47,2007,1,17,19.96,0.10526315789473684,0,4,30.357414448669203,0
smp-SM62,Golisopod-GX,SM Black Star Promos,2017/02/03,Promo,210.0,Grass,Wimpod,3,1,0,1.3,1.94,9999.0,1.7,2.0,1.79,1.75,1.64,1.5,1.7,,1.7449999999999999,9999.0,1.3,1.79,2017,2,7,9997.7,0.5526315789473685,1,4,5729.340974212035,0
dp7-63,Larvitar,Stormfront,2008/11/01,Common,50.0,Fighting,,2,0,1,2.5,5.3,49.99,5.38,0.02,0.24,0.2,0.24,0.4,0.18,,2.775,49.99,0.02,0.24,2008,1,16,49.97,0.13157894736842105,0,4,18.00720720720721,0
bw8-69,Elgyem,Plasma Storm,2013/02/06,Uncommon,60.0,Psychic,,2,0,1,0.15,0.4,1.9,0.34,0.03,0.39,0.35,0.3,0.75,0.18,,0.305,1.9,0.03,0.39,2013,2,11,1.8699999999999999,0.15789473684210525,0,4,6.131147540983607,1
gym2-73,Giovanni's Magikarp,Gym Challenge,2000/10/16,Common,30.0,Water,,2,0,0,,,,,0.2,4.12,3.88,3.83,7.36,4.0,,3.915,4.0,0.2,4.12,2000,1,24,3.8,0.07894736842105263,0,2,0.970625798212005,0
xy12-66,Rattata,Evolutions,2016/11/02,Common,40.0,Colorless,,1,0,1,0.01,0.2,3.0,0.2,0.02,0.05,0.07,0.05,0.04,0.07,,0.13,3.0,0.01,0.05,2016,1,8,2.99,0.10526315789473684,0,4,23.0,0
dp4-64,Clamperl,Great Encounters,2008/02/01,Common,40.0,Water,,2,0,1,0.2,0.45,19.98,0.49,0.02,0.19,0.2,0.18,0.39,0.25,,0.34249999999999997,19.98,0.02,0.19,2008,1,16,19.96,0.10526315789473684,0,4,58.27737226277373,0
ex1-60,Mudkip,Ruby & Sapphire,2003/07/01,Common,50.0,Water,,2,0,1,0.65,1.34,150.0,1.59,0.05,0.81,0.62,0.72,2.49,0.49,,1.035,150.0,0.05,0.81,2003,1,21,149.95,0.13157894736842105,0,4,144.87922705314008,0
bw1-68,Scraggy,Black & White,2011/04/25,Common,60.0,Darkness,,1,0,1,0.08,0.34,19.98,0.35,0.02,0.13,0.14,0.14,0.2,0.15,,0.245,19.98,0.02,0.13,2011,1,13,19.96,0.15789473684210525,0,4,81.46938775510205,0
dp1-72,Buizel,Diamond & Pearl,2007/05/01,Common,60.0,Water,,1,0,1,0.08,0.3,19.98,0.34,0.02,1.21,0.49,2.59,0.15,0.1,,0.8325,19.98,0.02,1.21,2007,1,17,19.96,0.15789473684210525,0,4,23.975975975975977,1
ex13-70,Mankey δ,Holon Phantoms,2006/05/01,Common,50.0,Fire,,2,0,1,0.11,0.52,35.0,0.59,0.02,0.13,0.34,0.24,0.36,0.25,,0.39999999999999997,35.0,0.02,0.13,2006,1,18,34.98,0.13157894736842105,0,4,87.45,0
xy9-62,Aegislash,BREAKpoint,2016/02/03,Rare Holo,140.0,Psychic,Doublade,2,1,1,0.1,0.48,2.0,0.43,0.1,0.78,0.62,0.96,0.35,0.68,,0.6375,2.0,0.1,0.78,2016,4,8,1.9,0.3684210526315789,1,4,2.980392156862745,1
ex5-63,Jigglypuff,Hidden Legends,2004/06/01,Common,50.0,Colorless,,2,0,1,0.92,1.81,19.98,1.33,0.02,0.64,0.62,1.11,0.5,0.48,,1.1825,19.98,0.02,0.64,2004,1,20,19.96,0.13157894736842105,0,4,16.879492600422832,0
bw10-75,Teddiursa,Plasma Blast,2013/08/14,Common,70.0,Colorless,,1,0,1,0.09,0.35,19.84,0.41,0.02,0.25,0.21,0.19,0.25,0.15,,0.275,19.84,0.02,0.25,2013,1,11,19.82,0.18421052631578946,0,4,72.07272727272726,0
xy11-73,Klinklang,Steam Siege,2016/08/03,Rare Holo,140.0,Metal,Klang,1,1,1,0.1,0.3,4.0,0.27,0.04,0.28,0.29,0.29,0.07,0.28,,0.28500000000000003,4.0,0.04,0.28,2016,4,8,3.96,0.3684210526315789,1,4,13.894736842105262,0
sm11-65,Eelektrik,Unified Minds,2019/08/02,Uncommon,90.0,Lightning,Tynamo,1,0,1,0.01,0.21,19.98,0.16,0.02,0.11,0.1,0.1,0.04,0.1,,0.1425,19.98,0.01,0.11,2019,2,5,19.97,0.23684210526315788,1,4,140.140350877193,0
neo1-64,Mantine,Neo Genesis,2000/12/16,Common,60.0,Water,,1,0,0,,,,,0.02,0.52,0.42,0.5,0.86,0.41,,0.45499999999999996,0.41,0.02,0.52,2000,1,24,0.38999999999999996,0.15789473684210525,0,2,0.8571428571428571,1
ecard2-44,Zapdos,Aquapolis,2003/01/15,Rare,80.0,Lightning,,2,0,1,59.99,232.38,392.78,47.67,1.0,7.8,10.66,7.2,8.0,6.07,,73.33,392.78,1.0,7.8,2003,3,21,391.78,0.21052631578947367,0,4,5.342697395336152,0
hgss4-68,Magnemite,HS—Triumphant,2010/11/03,Common,50.0,Lightning,,2,0,1,0.22,0.42,19.98,0.42,0.02,0.26,0.3,0.28,0.02,0.25,,0.34249999999999997,19.98,0.02,0.26,2010,1,14,19.96,0.13157894736842105,0,4,58.27737226277373,0
xy7-72,Energy Recycler,Ancient Origins,2015/08/12,Uncommon,,,,0,0,1,0.05,0.26,19.98,0.25,0.02,0.15,0.21,0.13,0.05,0.19,,0.2075,19.98,0.02,0.15,2015,2,9,19.96,,0,4,96.19277108433735,0
ex4-72,Dual Ball,Team Magma vs Team Aqua,2004/03/01,Uncommon,,,,0,0,1,0.66,1.32,19.98,1.34,0.05,1.31,1.15,1.49,1.65,1.46,,1.4025,19.98,0.05,1.31,2004,2,20,19.93,,0,4,14.210338680926915,0
gym1-71,Brock's Sandshrew,Gym Heroes,2000/08/14,Common,40.0,Fighting,,2,0,0,,,,,0.1,0.73,0.96,0.66,0.39,0.94,,0.8,0.94,0.1,0.73,2000,1,24,0.84,0.10526315789473684,0,2,1.0499999999999998,0
xy3-58,Landorus,Furious Fists,2014/08/13,Rare Holo,120.0,Fighting,,2,1,1,0.2,0.6,19.98,0.55,0.1,0.56,0.84,0.53,1.3,0.65,,0.5825,19.98,0.1,0.56,2014,4,10,19.88,0.3157894736842105,0,4,34.128755364806864,0
pl1-71,Combee,Platinum,2009/02/11,Common,60.0,Grass,,2,0,1,0.12,0.34,2.31,0.33,0.02,0.19,0.15,0.17,0.05,0.2,,0.26,2.31,0.02,0.19,2009,1,15,2.29,0.15789473684210525,0,4,8.807692307692308,0
xy2-79,M Kangaskhan-EX,Flashfire,2014/05/07,Rare Holo EX,230.0,Colorless,Kangaskhan-EX,1,1,0,11.99,20.86,169.8,19.87,3.0,12.1,13.36,15.24,15.54,13.54,,17.3775,169.8,3.0,12.1,2014,4,10,166.8,0.6052631578947368,1,4,9.598618903754856,0
xy5-73,Starmie,Primal Clash,2015/02/04,Rare,90.0,Psychic,Staryu,1,0,1,0.13,0.37,19.98,0.41,0.07,0.43,0.46,0.38,0.3,0.41,,0.39249999999999996,19.98,0.07,0.43,2015,3,9,19.91,0.23684210526315788,1,4,50.726114649681534,0
ex6-67,Magikarp,FireRed & LeafGreen,2004/09/01,Common,30.0,Water,,2,0,1,2.25,5.25,57.98,5.22,0.02,1.05,1.34,1.31,0.99,1.35,,3.2824999999999998,57.98,0.02,1.05,2004,1,20,57.959999999999994,0.07894736842105263,0,4,17.657273419649655,0
swshp-SWSH065,Eevee V,SWSH Black Star Promos,2019/11/15,Promo,190.0,Colorless,,2,1,0,3.95,6.06,9999.0,5.66,3.0,7.65,7.26,7.43,14.0,7.0,,6.5375,9999.0,3.0,7.65,2019,2,5,9996.0,0.5,0,4,1529.0248565965585,1
xy8-65,Misdreavus,BREAKthrough,2015/11/04,Common,60.0,Psychic,,1,0,1,0.03,0.23,19.98,0.22,0.02,0.08,0.11,0.08,0.1,0.09,,0.155,19.98,0.02,0.08,2015,1,9,19.96,0.15789473684210525,0,4,128.7741935483871,0
dp6-68,Persian,Legends Awakened,2008/08/01,Uncommon,80.0,Colorless,Meowth,2,0,1,0.25,0.45,19.98,0.55,0.05,0.61,0.48,0.48,0.27,0.47,,0.4875,19.98,0.05,0.61,2008,2,16,19.93,0.21052631578947367,1,4,40.88205128205128,1
sm12-71,Chinchou,Cosmic Eclipse,2019/11/01,Common,60.0,Lightning,,2,0,1,0.01,0.2,19.98,0.14,0.02,0.05,0.06,0.05,0.02,0.05,,0.11,19.98,0.01,0.05,2019,1,5,19.97,0.15789473684210525,0,4,181.54545454545453,0
neo2-63,Sentret,Neo Discovery,2001/06/01,Common,50.0,Colorless,,2,0,0,,,,,0.02,0.61,0.49,0.78,1.21,0.34,,0.56,0.34,0.02,0.61,2001,1,23,0.32,0.13157894736842105,0,2,0.5714285714285714,0
dp5-67,Kabuto,Majestic Dawn,2008/05/01,Common,80.0,Fighting,Dome Fossil,1,0,1,0.27,0.54,19.98,0.61,0.02,0.28,0.26,0.2,0.15,0.28,,0.4075,19.98,0.02,0.28,2008,1,16,19.96,0.21052631578947367,1,4,48.98159509202455,0
pl4-72,Ponyta,Arceus,2009/11/04,Common,60.0,Fire,,2,0,1,0.08,0.31,19.98,0.37,0.02,0.14,0.15,0.21,0.22,0.11,,0.24999999999999997,19.98,0.02,0.14,2009,1,15,19.96,0.15789473684210525,0,4,79.84000000000002,0
hgss1-76,Paras,HeartGold & SoulSilver,2010/02/10,Common,50.0,Grass,,2,0,1,0.18,0.35,19.98,0.53,0.02,0.2,0.22,0.14,0.12,0.25,,0.3175,19.98,0.02,0.2,2010,1,14,19.96,0.13157894736842105,0,4,62.86614173228347,0
swsh1-71,Galvantula,Sword & Shield,2020/02/07,Uncommon,100.0,Lightning,Joltik,1,0,1,0.01,0.19,19.98,0.14,0.02,0.05,0.07,0.05,0.02,0.05,,0.1075,19.98,0.01,0.05,2020,2,4,19.97,0.2631578947368421,1,4,185.7674418604651,0
ex2-63,Eevee,Sandstorm,2003/09/18,Common,50.0,Colorless,,2,0,1,3.45,6.46,47.6,7.03,0.03,2.84,3.18,2.79,1.6,3.58,,4.965,47.6,0.03,2.84,2003,1,21,47.57,0.13157894736842105,0,4,9.581067472306144,0
ex12-74,Full Flame,Legend Maker,2006/02/01,Uncommon,,,,0,0,1,0.62,0.97,19.98,1.04,0.03,0.58,0.58,0.66,0.4,0.7,,0.8425,19.98,0.03,0.58,2006,2,18,19.95,,0,4,23.679525222551927,0
xy4-65,Aegislash-EX,Phantom Forces,2014/11/05,Rare Holo EX,170.0,Metal,,1,1,0,1.99,3.68,138.38,3.74,0.5,4.37,3.88,5.42,4.94,5.14,,4.494999999999999,138.38,0.5,4.37,2014,4,10,137.88,0.4473684210526316,0,4,30.674082313681872,0
dp3-75,Wartortle,Secret Wonders,2007/11/01,Uncommon,80.0,Water,Squirtle,2,0,1,0.55,1.38,32.08,2.16,0.02,0.98,0.95,1.36,1.28,1.15,,1.5125,32.08,0.02,0.98,2007,2,17,32.059999999999995,0.21052631578947367,1,4,21.19669421487603,0
pl2-66,Kakuna,Rising Rivals,2009/05/16,Common,80.0,Grass,Weedle,1,0,1,0.13,0.32,19.98,0.32,0.02,0.15,0.12,0.15,0.1,0.31,,0.27499999999999997,19.98,0.02,0.15,2009,1,15,19.96,0.21052631578947367,1,4,72.58181818181819,0
sm10-62,Ekans,Unbroken Bonds,2019/05/03,Common,70.0,Psychic,,2,0,1,0.01,0.24,19.98,0.19,0.02,0.09,0.1,0.1,0.03,0.09,,0.155,19.98,0.01,0.09,2019,1,5,19.97,0.18421052631578946,0,4,128.83870967741936,0
sm75-68,Altaria-GX,Dragon Majesty,2018/09/07,Rare Ultra,200.0,Dragon,Swablu,3,1,0,7.83,10.0,90.0,8.34,4.5,9.01,10.47,9.0,6.5,9.58,,9.23,90.0,4.5,9.01,2018,5,6,85.5,0.5263157894736842,1,4,9.263271939328277,0
bw1-69,Scrafty,Black & White,2011/04/25,Rare,90.0,Darkness,Scraggy,2,0,1,0.44,0.59,19.98,0.76,0.05,0.53,0.55,0.5,0.39,0.69,,0.635,19.98,0.05,0.53,2011,3,13,19.93,0.23684210526315788,1,4,31.38582677165354,0
neo2-64,Spinarak,Neo Discovery,2001/06/01,Common,50.0,Grass,,1,0,0,,,,,0.02,0.56,0.42,0.53,0.64,0.49,,0.51,0.49,0.02,0.56,2001,1,23,0.47,0.13157894736842105,0,2,0.9215686274509803,0
xy2-80,Snorlax,Flashfire,2014/05/07,Rare,130.0,Colorless,,1,0,1,1.25,3.33,31.1,2.79,0.02,2.71,1.9,1.76,2.5,2.2,,2.52,31.1,0.02,2.71,2014,3,10,31.080000000000002,0.34210526315789475,0,4,12.333333333333334,0
hgss1-77,Phanpy,HeartGold & SoulSilver,2010/02/10,Common,70.0,Fighting,,1,0,1,0.24,0.62,19.86,0.61,0.02,0.38,0.28,0.2,1.0,0.34,,0.4425,19.86,0.02,0.38,2010,1,14,19.84,0.18421052631578946,0,4,44.836158192090394,0
sm9-74,Hitmonchan,Team Up,2019/02/01,Uncommon,90.0,Fighting,,2,0,1,0.24,0.52,19.98,0.47,0.02,0.39,0.4,0.65,0.1,0.45,,0.5225,19.98,0.02,0.39,2019,2,5,19.96,0.23684210526315788,0,4,38.20095693779905,0
dp6-69,Piloswine,Legends Awakened,2008/08/01,Uncommon,100.0,Water,Swinub,2,0,1,0.13,0.32,19.98,0.32,0.02,0.17,0.15,0.15,0.23,0.2,,0.24750000000000003,19.98,0.02,0.17,2008,2,16,19.96,0.2631578947368421,1,4,80.64646464646464,0
dp7-64,Machop,Stormfront,2008/11/01,Common,60.0,Fighting,,2,0,1,0.09,0.32,19.98,0.29,0.02,0.21,0.14,0.22,0.2,0.11,,0.235,19.98,0.02,0.21,2008,1,16,19.96,0.15789473684210525,0,4,84.93617021276597,0
swsh3-64,Pincurchin,Darkness Ablaze,2020/08/14,Rare Holo,80.0,Lightning,,2,1,1,0.1,0.29,2.31,0.23,0.1,0.42,0.41,0.27,0.19,0.49,,0.32,2.31,0.1,0.42,2020,4,4,2.21,0.21052631578947367,0,4,6.90625,1
hgss2-72,Dual Ball,HS—Unleashed,2010/05/12,Uncommon,,,,0,0,1,0.44,0.72,19.98,0.81,0.02,0.28,0.37,0.25,0.59,0.28,,0.515,19.98,0.02,0.28,2010,2,14,19.96,,0,4,38.75728155339806,0
dp3-76,Bagon,Secret Wonders,2007/11/01,Common,50.0,Colorless,,2,0,1,0.18,0.35,19.98,0.37,0.02,0.29,0.27,0.35,0.5,0.21,,0.31999999999999995,19.98,0.02,0.29,2007,1,17,19.96,0.13157894736842105,0,4,62.375000000000014,0
ex13-71,Meowth δ,Holon Phantoms,2006/05/01,Common,50.0,Darkness,,2,0,1,0.66,1.58,19.99,1.95,0.03,0.79,0.84,0.61,0.8,0.73,,1.2175,19.99,0.03,0.79,2006,1,18,19.959999999999997,0.13157894736842105,0,4,16.39425051334702,0
ex5-64,Machop,Hidden Legends,2004/06/01,Common,50.0,Fighting,,2,0,1,0.25,0.53,19.98,0.53,0.05,0.73,0.46,0.27,0.4,1.37,,0.675,19.98,0.05,0.73,2004,1,20,19.93,0.13157894736842105,0,4,29.525925925925925,0
bw11-74,Solosis,Legendary Treasures,2013/11/06,Common,30.0,Psychic,,2,0,1,0.05,0.27,5.0,0.28,0.05,0.21,0.2,0.17,0.1,0.29,,0.2525,5.0,0.05,0.21,2013,1,11,4.95,0.07894736842105263,0,4,19.603960396039604,0
ex2-64,Ekans,Sandstorm,2003/09/18,Common,50.0,Grass,,1,0,1,0.25,0.55,8.0,0.47,0.02,0.46,0.35,0.51,0.25,0.29,,0.455,8.0,0.02,0.46,2003,1,21,7.98,0.13157894736842105,0,4,17.53846153846154,0
ex3-72,Slugma,Dragon,2003/11/24,Common,50.0,Fire,,2,0,1,0.26,0.55,1.99,0.53,0.02,0.38,0.2,0.32,0.25,0.17,,0.3925,1.99,0.02,0.38,2003,1,21,1.97,0.13157894736842105,0,4,5.019108280254777,0
dp1-73,Buneary,Diamond & Pearl,2007/05/01,Common,50.0,Colorless,,2,0,1,0.16,0.44,19.98,0.44,0.02,0.18,0.14,0.21,0.1,0.13,,0.305,19.98,0.02,0.18,2007,1,17,19.96,0.13157894736842105,0,4,65.44262295081968,0
ex12-75,Giant Stump,Legend Maker,2006/02/01,Uncommon,,,,0,0,1,0.69,1.34,25.6,1.35,0.05,1.06,1.04,0.97,0.5,0.95,,1.1525,25.6,0.05,1.06,2006,2,18,25.55,,0,4,22.169197396963124,0
sm12-72,Lanturn,Cosmic Eclipse,2019/11/01,Rare,110.0,Lightning,Chinchou,1,0,1,0.12,0.29,19.98,0.27,0.02,0.3,0.19,0.32,0.07,0.29,,0.29250000000000004,19.98,0.02,0.3,2019,3,5,19.96,0.2894736842105263,1,4,68.23931623931624,0
pl2-67,Kecleon,Rising Rivals,2009/05/16,Common,70.0,Colorless,,1,0,1,0.21,0.37,19.98,0.39,0.02,0.12,0.15,0.16,0.19,0.14,,0.265,19.98,0.02,0.12,2009,1,15,19.96,0.18421052631578946,0,4,75.32075471698113,0
pl4-73,Rattata,Arceus,2009/11/04,Common,30.0,Colorless,,1,0,1,0.08,0.35,19.98,0.38,0.02,0.16,0.18,0.18,0.45,0.17,,0.27,19.98,0.02,0.16,2009,1,15,19.96,0.07894736842105263,0,4,73.92592592592592,0
